T,AGF,Avg_Leakage,Unitary_Error
277.5,0.999996794,0.000003,0.000006
278.0,0.999999307,0.000001,0.000002
278.5,0.999992715,0.000007,0.000014
279.0,0.999998164,0.000002,0.000005
279.5,0.999997476,0.000003,0.000004
280.0,0.999999192,0.000001,0.000002
280.5,0.999994216,0.000006,0.000011
281.0,0.999997821,0.000002,0.000006
281.5,0.999998428,0.000002,0.000003
282.0,0.999998967,0.000001,0.000002
282.5,0.999996215,0.000004,0.000007
283.0,0.999997044,0.000003,0.000006
283.5,0.999999147,0.000001,0.000002
284.0,0.999998483,0.000002,0.000002
284.5,0.999997968,0.000002,0.000005
285.0,0.999995696,0.000004,0.000006
285.5,0.999999331,0.000001,0.000001
286.0,0.999997768,0.000002,0.000003
286.5,0.999999020,0.000001,0.000003
287.0,0.999994094,0.000006,0.000009
287.5,0.999999056,0.000001,0.000003
288.0,0.999997112,0.000003,0.000005
288.5,0.999999390,0.000001,0.000001
289.0,0.999992903,0.000007,0.000012
289.5,0.999998643,0.000001,0.000004
290.0,0.999996899,0.000003,0.000005
290.5,0.999999386,0.000001,0.000002
291.0,0.999992738,0.000007,0.000013
291.5,0.999998340,0.000002,0.000005
292.0,0.999997311,0.000003,0.000005
292.5,0.999999292,0.000001,0.000002
293.0,0.999993755,0.000006,0.000012
293.5,0.999998085,0.000002,0.000005
294.0,0.999998153,0.000002,0.000003
294.5,0.999999145,0.000001,0.000002
295.0,0.999995546,0.000004,0.000008
295.5,0.999997557,0.000002,0.000006
296.0,0.999998968,0.000001,0.000002
296.5,0.999998807,0.000001,0.000002
297.0,0.999997397,0.000003,0.000005
297.5,0.999996495,0.000004,0.000006
298.0,0.999999359,0.000001,0.000001
298.5,0.999998210,0.000002,0.000002
299.0,0.999998717,0.000001,0.000003
299.5,0.999995003,0.000005,0.000007
300.0,0.999999243,0.000001,0.000002
300.5,0.999997524,0.000002,0.000004
